Accession,Uniprot,Full.Uniprot,Description,R1.X127_N.126,R2X127_N.126,R1.X127_C.126,R1.X128_N.126,R2X127_C.126,R2X128_N.126,R1.X128_C.126,R1.X129_N.126,R2X128_C.126,R2X129_N.126,R1.X129_C.126,R1.X130_N.126,R2X129_C.126,R2X130_N.126,R1.X130_C.126,R1.X131.126,R2X130_C.126,R2X131.126
57863850,Q9FW31,tr|Q9FW31|Q9FW31_ORYSJ,Os05g0102000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0102000 PE=2 SV=2,0.564,1.335,2.257,1.832,1.915,1.116,0.296,0.359,0.401,0.498,0.241,0.381,0.425,0.334,0.87,0.856,0.772,0.796
62733593,Q53RP2,tr|Q53RP2|Q53RP2_ORYSJ,"Remorin, C-terminal region family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g36000 PE=4 SV=1",0.882,0.903,1.171,1.114,1.193,1.001,0.94,0.843,0.901,0.85,1.084,0.918,1.06,0.923,1.053,0.963,1.131,0.887
75247720,A0A0N7KEB1,tr|A0A0N7KEB1|A0A0N7KEB1_ORYSJ,Os01g0919900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0919900 PE=4 SV=1,1.232,1.195,0.807,0.975,0.935,0.907,0.824,0.696,0.81,0.649,0.738,0.91,0.838,1.36,0.942,1.253,1.01,1.067
75248671,Q8W3D9,sp|Q8W3D9|PORB_ORYSJ,"Protochlorophyllide reductase B, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PORB PE=2 SV=1",1.51,1.264,0.949,1.051,0.892,1.183,0.933,0.826,0.878,0.717,1.108,1.537,1.105,1.8,0.872,1.543,0.822,1.174
77552873,Q2QYH1,tr|Q2QYH1|Q2QYH1_ORYSJ,"Harpin-induced protein 1 containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g02700 PE=2 SV=1",1.016,1.076,0.926,0.93,1.001,0.922,0.852,0.776,0.903,0.816,0.848,0.887,0.901,0.809,1.1,0.986,1.222,1.131
100801530,B7EKA4,tr|B7EKA4|B7EKA4_ORYSJ,S-adenosylmethionine synthase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_17029 PE=2 SV=1,1.115,1.081,1.527,1.407,1.384,1.055,0.869,0.903,0.641,0.751,0.984,0.917,0.986,0.993,1.259,1.123,1.178,0.98
108706186,Q10RS5,tr|Q10RS5|Q10RS5_ORYSJ,"Transmembrane protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g05390 PE=4 SV=1",1.064,1.137,0.997,0.985,0.987,0.783,0.648,0.608,0.638,0.484,0.963,0.904,0.914,1.011,1.119,0.967,1.144,1.038
108706570,A0A0P0VU22,tr|A0A0P0VU22|A0A0P0VU22_ORYSJ,Os03g0186950 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0186950 PE=4 SV=1,0.934,1.171,1.109,1.606,1.118,1.448,1.151,1.46,1.052,1.53,0.749,0.67,0.862,1.007,1.431,1.574,1.167,1.066
108707535,Q10N42,tr|Q10N42|Q10N42_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17490 PE=4 SV=1,1.026,1.049,0.999,1.08,0.866,1.092,0.891,0.926,1.074,1.047,0.989,0.972,0.941,0.93,1.289,1.19,1.077,1.159
108708657,Q0DRB3,tr|Q0DRB3|Q0DRB3_ORYSJ,Os03g0399800 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0399800 PE=4 SV=2,1.234,1.34,1.145,1.068,1.156,1.229,0.829,0.907,0.8,1.13,1.102,0.998,1.134,1.105,1.355,1.077,1.383,1.143
108711237,Q10EQ6,tr|Q10EQ6|Q10EQ6_ORYSJ,"SWIB complex BAF60b domain-containing protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g55570 PE=4 SV=1",0.975,0.96,1.047,1.137,1.047,0.902,0.948,0.779,0.878,0.883,0.93,0.858,0.97,0.846,1.166,1.332,1.106,0.96
108862069,Q2QYY2,tr|Q2QYY2|Q2QYY2_ORYSJ,"Leucine-rich repeat family protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g01200 PE=2 SV=2",1.013,1.065,1.085,1.041,1.007,0.788,0.853,0.861,0.607,0.558,1.071,1.029,0.791,0.73,1.095,1.038,1.069,1.02
108862074,A3CE59,tr|A3CE59|A3CE59_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g01449 PE=4 SV=1,0.993,1.001,0.984,1.036,0.988,1.05,0.818,0.752,0.861,0.83,0.928,0.965,0.968,0.889,0.963,1.013,0.964,1.025
108862122,Q2QYD0,tr|Q2QYD0|Q2QYD0_ORYSJ,"FHA domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g03070 PE=4 SV=2",0.966,1.023,1.057,1.031,1.088,1.228,0.92,0.853,0.904,0.944,1.066,1.123,1.119,0.989,0.9,1.024,0.9,0.923
108864164,Q2R8J6,tr|Q2R8J6|Q2R8J6_ORYSJ,"NBS-LRR type disease resistance protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g11960 PE=3 SV=2",0.724,0.688,0.455,0.495,0.591,0.5,0.4,0.336,0.69,0.302,0.517,0.567,0.73,0.515,0.805,0.621,0.899,0.842
109940106,P12124,sp|P12124|NU1C_ORYSJ,"NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ndhA PE=3 SV=2",0.869,0.923,1.104,0.939,1.062,0.904,0.784,0.772,0.676,0.678,0.883,0.952,0.935,0.838,0.868,0.813,0.981,0.712
110288710,Q7XGA9,tr|Q7XGA9|Q7XGA9_ORYSJ,(RAP Annotation release2) Protein prenyltransferase domain containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g10170 PE=2 SV=2,1.073,1.055,1.017,0.996,0.938,0.973,0.879,0.853,0.934,0.873,0.999,1.188,0.987,1.188,0.912,1.121,0.905,0.939
115434034,Q9FTN6,tr|Q9FTN6|Q9FTN6_ORYSJ,Os01g0106300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0106300 PE=2 SV=1,1.471,1.292,0.915,1.191,0.972,0.905,0.673,0.872,0.708,0.986,0.744,0.754,0.842,1.095,1.323,1.37,1.235,1.077
115434036,Q9FTN5,tr|Q9FTN5|Q9FTN5_ORYSJ,Os01g0106400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0106400 PE=2 SV=1,1.511,1.348,1.171,1.138,1.055,1.259,0.831,0.856,0.81,1.144,0.898,0.982,0.959,1.446,1.368,1.542,1.358,1.148
115434044,Q8W250,sp|Q8W250|DXR_ORYSJ,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=DXR PE=2 SV=2",1.066,1.083,1.055,1.018,1.114,1.109,0.649,0.679,0.701,0.743,0.928,1.101,0.932,0.945,0.896,1.079,0.92,1.063
115434220,Q9LGP4,tr|Q9LGP4|Q9LGP4_ORYSJ,Os01g0120500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0120500 PE=4 SV=2,0.994,1.081,0.99,0.972,1.015,0.892,0.868,0.847,0.786,0.63,0.921,1.006,0.895,0.755,0.842,0.831,0.9,0.84
115434256,Q5ZCB1,tr|Q5ZCB1|Q5ZCB1_ORYSJ,Os01g0124000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0124000 PE=2 SV=1,0.807,0.648,0.466,0.503,0.54,0.642,0.646,0.541,0.59,0.591,0.393,0.453,0.322,0.582,0.609,0.573,0.599,0.682
115434294,Q9FTR9,tr|Q9FTR9|Q9FTR9_ORYSJ,Os01g0127600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0127600 PE=2 SV=1,0.947,1.01,0.488,0.501,0.524,1.038,0.619,0.508,0.73,0.613,0.444,0.585,0.484,0.451,1.026,0.689,1.09,0.987
115434342,Q9LGB2,tr|Q9LGB2|Q9LGB2_ORYSJ,Os01g0132000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0132000 PE=2 SV=1,1.004,1.135,0.52,0.471,0.603,0.998,0.805,0.542,0.9,0.649,0.326,0.48,0.481,0.559,0.699,0.641,0.718,0.979
115434736,Q9AS76,tr|Q9AS76|Q9AS76_ORYSJ,Kinase interacting protein 1-like OS=Oryza sativa subsp. japonica OX=39947 GN=P0028E10.16 PE=4 SV=1,0.892,0.901,0.994,0.946,0.979,0.995,0.863,0.792,0.779,0.859,0.872,0.84,0.847,0.672,1.012,0.934,0.957,0.953
115435264,Q5QNJ0,tr|Q5QNJ0|Q5QNJ0_ORYSJ,Os01g0214600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0214600 PE=4 SV=1,1.504,1.356,1.237,1.129,1.262,1.483,0.956,0.993,0.937,1.277,1.3,1.328,1.308,1.693,1.441,1.168,1.359,1.293
115435368,Q5NAP3,tr|Q5NAP3|Q5NAP3_ORYSJ,Os01g0223200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0223200 PE=2 SV=1,1.143,1.187,1.018,0.945,0.997,1.075,0.922,0.891,0.92,1.022,0.995,1.107,0.97,1.009,1.138,1.185,1.055,1.168
115435662,Q9XHW8,tr|Q9XHW8|Q9XHW8_ORYSJ,Germin-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0049B20.25 PE=2 SV=1,1.179,1.073,1.091,0.995,1.065,0.984,0.917,0.873,0.896,0.992,1.11,1.146,1.022,1.092,1.077,1.128,1.131,1.1
115435974,Q9SDJ2,tr|Q9SDJ2|Q9SDJ2_ORYSJ,Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase OS=Oryza sativa subsp. japonica OX=39947 GN=ZIP1 PE=2 SV=1,1.063,1.048,0.962,0.946,0.961,1.059,0.926,0.789,0.96,0.909,1.015,1.175,1.023,1.113,0.851,0.977,0.852,1.01
115436144,Q9FP25,tr|Q9FP25|Q9FP25_ORYSJ,Os01g0303000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0035H10.18 PE=2 SV=1,1.125,1.083,1.18,0.892,1.107,0.853,0.397,0.519,0.438,0.633,0.985,1.101,1.078,0.65,1.079,1.047,1.164,1.32
115438661,Q9AXB0,sp|Q9AXB0|DCUP1_ORYSJ,"Uroporphyrinogen decarboxylase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0622300 PE=2 SV=1",1.08,1.001,0.918,0.96,0.903,0.88,0.643,0.636,0.604,0.764,0.812,0.888,0.752,0.896,0.974,1.141,0.88,0.914
115439533,Q6V9T1,tr|Q6V9T1|Q6V9T1_ORYSJ,Glycine cleavage system P protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0711400 PE=2 SV=1,0.933,0.988,1.106,1.037,1.107,1.063,0.752,0.733,0.741,0.763,1.084,1.042,1.071,0.787,0.969,0.93,0.977,0.939
115439591,Q942G1,tr|Q942G1|Q942G1_ORYSJ,Alliin lyase-like OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0717700 PE=2 SV=1,1.159,0.994,1.12,1.097,1.126,1.024,0.965,0.813,0.836,0.937,1.104,1.136,1.041,0.987,1.11,1.037,0.986,0.995
115440189,Q94EF2,tr|Q94EF2|Q94EF2_ORYSJ,Os01g0770000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0770000 PE=2 SV=1,1.085,0.931,1.005,0.995,0.902,0.93,0.86,0.746,0.772,0.783,0.975,1.048,0.922,0.742,1.275,1.205,1,0.936
115441775,Q8S091,sp|Q8S091|TRXF_ORYSJ,"Thioredoxin F, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0913000 PE=2 SV=1",0.87,0.983,0.961,0.953,0.99,0.857,0.592,0.608,0.629,0.695,1.072,1.03,1.036,0.841,1.003,1.084,1.039,0.867
115442365,Q5JN29,tr|Q5JN29|Q5JN29_ORYSJ,Os01g0959900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0401G10.21-1 PE=2 SV=1,0.936,0.896,0.949,0.83,0.948,0.859,0.75,0.667,0.669,0.622,0.974,1.174,0.873,0.937,0.779,0.861,0.753,0.831
115443731,Q6Z901,tr|Q6Z901|Q6Z901_ORYSJ,Kinesin light chain-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0109800 PE=2 SV=1,0.978,1.056,1.027,1.06,1.098,1.033,0.903,0.955,0.924,0.866,1.007,0.845,1.064,1.073,1.154,1.053,1.18,1.036
115444579,Q6ETN3,sp|Q6ETN3|4CL3_ORYSJ,Probable 4-coumarate--CoA ligase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=4CL3 PE=2 SV=1,0.982,0.954,1.557,1.592,1.483,1.052,0.845,0.825,0.715,0.889,1.038,0.898,0.962,1.121,1.185,1.138,1.17,0.943
115444801,Q6H7Q6,tr|Q6H7Q6|Q6H7Q6_ORYSJ,Lipoxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0194700 PE=3 SV=1,0.904,0.972,1.215,1.095,1.229,1.296,0.898,0.846,0.88,0.96,1.068,1.119,1.068,0.914,0.856,1.077,0.889,0.993
115444947,Q67TS1,tr|Q67TS1|Q67TS1_ORYSJ,Glycosyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0206700 PE=2 SV=1,0.86,1.229,1.109,1.016,1.14,1.13,0.9,0.884,0.875,0.795,1.086,0.926,1.174,0.924,1.022,0.996,1.141,1.116
115445103,Q6YVF0,tr|Q6YVF0|Q6YVF0_ORYSJ,Os02g0223700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0223700 PE=2 SV=1,1.137,1.116,1.193,1.197,1.174,1.137,0.816,0.759,0.827,1.029,1.391,1.101,1.302,1.144,1.273,1.116,1.214,0.995
115445585,Q6K4S7,tr|Q6K4S7|Q6K4S7_ORYSJ,Os02g0285300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0285300 PE=2 SV=1,1.114,1.082,1.258,1.436,1.266,1.138,0.837,1.111,0.846,0.894,1.004,0.996,1.041,1.094,1.48,1.341,1.514,1.17
115445929,Q6ZG77,sp|Q6ZG77|DCDA_ORYSJ,"Probable diaminopimelate decarboxylase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=LYSA PE=2 SV=1",1.058,1.025,0.995,1.01,0.93,0.977,0.836,0.841,0.849,0.894,0.98,1.027,0.979,1.024,0.97,1.068,0.911,1.018
115446549,Q6ER87,tr|Q6ER87|Q6ER87_ORYSJ,Harpin-induced protein-like OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0538700 PE=2 SV=1,0.916,1.067,0.957,1.109,1.03,1.084,0.721,0.573,0.895,0.657,1.029,0.861,1.007,0.791,1.104,0.923,1.252,1.098
115447171,Q6K8J4,sp|Q6K8J4|ISPG_ORYSJ,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ISPG PE=2 SV=1",0.978,1.095,1.032,0.961,0.99,1.022,0.778,0.821,0.713,0.704,0.924,1.093,0.852,0.817,0.903,0.978,0.848,1.017
115447305,Q6K7X0,tr|Q6K7X0|Q6K7X0_ORYSJ,Os02g0615800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0615800 PE=4 SV=1,0.98,0.893,1.002,0.92,1.028,1.154,0.742,0.783,0.551,0.521,1.054,1.254,1.091,0.674,1.017,0.97,0.995,0.925
115447403,P14717,sp|P14717|PAL1_ORYSJ,Phenylalanine ammonia-lyase OS=Oryza sativa subsp. japonica OX=39947 GN=PAL PE=1 SV=2,1.277,1.433,2.336,2.341,2.421,1.165,0.556,0.65,0.554,0.688,1.297,0.939,1.371,1.695,2.017,1.482,1.857,0.952
115447743,Q6H6L8,tr|Q6H6L8|Q6H6L8_ORYSJ,Os02g0662100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0662100 PE=2 SV=1,0.868,0.894,1.071,1.007,1.07,0.899,0.647,0.506,0.766,0.444,0.971,0.708,0.955,0.708,1.025,0.905,1.12,0.997
115450243,Q10SU0,tr|Q10SU0|Q10SU0_ORYSJ,Os03g0111200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g02040 PE=2 SV=1,0.894,0.853,1.132,1.502,1.189,0.855,0.642,0.581,0.743,0.804,0.682,0.503,0.714,0.77,1.195,1.441,1.394,0.938
115450329,Q10SM7,sp|Q10SM7|PX111_ORYSJ,Peroxisomal membrane protein 11-1 OS=Oryza sativa subsp. japonica OX=39947 GN=PEX11-1 PE=2 SV=1,1.015,1.007,1.008,0.986,0.954,0.964,0.752,0.809,0.777,0.75,0.869,1.01,0.864,0.823,0.906,0.924,0.864,0.929
115450565,Q8H8D6,tr|Q8H8D6|Q8H8D6_ORYSJ,"Glutathione S-transferase, N-terminal domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g04220 PE=3 SV=1",1.091,1.091,1.097,1.175,1.114,1.017,0.95,0.845,0.907,1.091,0.967,1.043,0.964,0.99,1.409,1.103,1.432,1.293
115450567,Q8H8D8,tr|Q8H8D8|Q8H8D8_ORYSJ,Glutathione S-transferase GSTF15 OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g04240 PE=2 SV=1,1.074,1.101,1.147,1.264,1.147,1.048,0.967,0.829,0.943,1.246,0.968,0.986,0.975,0.99,1.344,1.199,1.405,1.217
115451337,Q10QG5,tr|Q10QG5|Q10QG5_ORYSJ,"Mannitol transporter, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g10090 PE=2 SV=1",0.672,1.031,1.121,1.033,1.141,0.595,0.418,0.254,0.475,0.227,0.723,0.965,0.814,0.707,1.192,1.246,1.356,1.128
115451937,Q0DTF5,tr|Q0DTF5|Q0DTF5_ORYSJ,Os03g0251000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0251000 PE=4 SV=1,0.937,0.978,0.948,0.911,0.959,0.788,0.741,0.582,0.761,0.749,1.016,0.683,1.029,0.876,0.93,1.085,0.951,1.01
115451989,Q10NX2,tr|Q10NX2|Q10NX2_ORYSJ,Os03g0255500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g15050 PE=2 SV=1,0.946,0.874,0.963,0.994,0.913,0.764,0.737,0.694,0.742,0.489,1.042,1.069,1.02,0.689,1.136,0.916,1.12,1.042
115452251,Q10N88,tr|Q10N88|Q10N88_ORYSJ,"ARF GAP-like zinc finger-containing protein ZIGA2, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17020 PE=2 SV=1",0.926,0.773,0.891,0.896,0.924,0.796,0.748,0.684,0.685,0.697,0.819,0.786,0.865,0.8,1.023,0.842,1.025,0.701
115453029,Q10LH0,sp|Q10LH0|DCVR_ORYSJ,"Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=DVR PE=3 SV=1",1.035,1.085,1.075,1.142,1.075,1.073,0.762,0.81,0.76,0.807,1.078,1.05,1.081,1.148,1.004,1.208,1.098,1.019
115453349,Q9SXV0,tr|Q9SXV0|Q9SXV0_ORYSJ,Cytochrome c oxidase subunit 6b OS=Oryza sativa subsp. japonica OX=39947 GN=COX6b-1 PE=2 SV=1,0.92,0.893,0.889,0.805,0.935,0.876,0.869,0.888,0.9,0.707,1.099,0.946,1.126,0.956,1.12,0.925,1.146,0.946
115453473,Q84MQ4,tr|Q84MQ4|Q84MQ4_ORYSJ,"60S ribosomal protein L27a-3, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0030J19.9 PE=3 SV=1",1.137,1.002,0.959,0.979,0.991,0.898,0.911,0.825,0.876,0.824,0.915,1.044,0.968,1.022,0.947,1.144,0.989,1.04
115453693,Q75KD7,sp|Q75KD7|AOC_ORYSJ,"Allene oxide cyclase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=AOC PE=1 SV=1",1.002,1.016,0.932,0.942,0.963,0.897,0.777,0.746,0.802,0.881,0.819,0.935,0.754,0.861,1.068,0.915,0.994,0.985
115453785,Q53RM0,sp|Q53RM0|CHLI_ORYSJ,"Magnesium-chelatase subunit ChlI, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CHLI PE=1 SV=1",1.171,1.102,0.928,0.976,0.94,1,0.788,0.755,0.833,0.857,0.918,1.038,0.946,1.195,0.867,1.182,0.914,1.032
115454067,Q75I27,tr|Q75I27|Q75I27_ORYSJ,"Cucumisin-like serine protease, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0004G03.20 PE=3 SV=1",0.939,0.949,0.993,1.028,0.904,0.856,0.759,0.781,0.701,0.694,0.875,0.869,0.779,0.778,1.085,1.047,0.983,0.971
115454385,Q7XZY1,sp|Q7XZY1|GL32_ORYSJ,Putative germin-like protein 3-2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0651800 PE=3 SV=1,1.065,0.975,1.048,1.034,1.109,1.103,0.917,1.057,0.9,0.941,1.052,1.045,1.059,1.114,1.227,1.126,1.165,1.117
115454433,Q850T5,tr|Q850T5|Q850T5_ORYSJ,Ferredoxin OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0047K21.3 PE=2 SV=1,1.151,1.187,0.98,1.008,0.987,1.001,0.889,0.739,0.815,0.789,0.939,1.112,0.998,1.352,1.049,1.086,1.063,1.103
115455133,Q6AVG6,sp|Q6AVG6|ISPH_ORYSJ,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ISPH PE=2 SV=1",0.961,1.042,0.94,0.872,1.022,1.034,0.749,0.708,0.792,0.803,0.908,1.052,0.909,0.869,0.924,1.044,0.934,1.027
115455263,Q84MP7,sp|Q84MP7|H2AV3_ORYSJ,Probable histone H2A variant 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0743400 PE=2 SV=1,0.959,0.95,1,0.958,0.929,0.857,0.892,0.921,0.859,0.673,1.023,1.058,1.046,1.021,1.019,1.028,0.956,0.95
115455945,Q851P9,tr|Q851P9|Q851P9_ORYSJ,Histone-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0052F07.24 PE=2 SV=1,1.03,1.052,1.026,1.049,1.085,1.036,0.953,0.925,0.902,0.91,1.041,0.982,1.049,0.965,1.151,1.015,1.207,1.119
115456227,Q84T92,sp|Q84T92|CFI_ORYSJ,Chalcone--flavonone isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=CHI PE=2 SV=1,1.125,1.222,1.067,1.027,1.064,1.077,0.782,0.818,0.8,1.003,0.962,0.929,0.988,1.005,1.187,1.06,1.208,1.125
115456477,Q851N4,tr|Q851N4|Q851N4_ORYSJ,Os03g0839000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0042I09.10 PE=2 SV=1,0.879,0.972,1.115,1.109,1.146,1.112,0.927,0.921,1.043,0.846,1.156,1.109,1.15,1.102,0.965,0.777,1.167,1.052
115456685,Q75IQ4,sp|Q75IQ4|OEP24_ORYSJ,"Outer envelope pore protein 24, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=OEP24 PE=2 SV=1",0.982,1.002,0.938,0.908,0.888,1.038,0.836,0.827,0.792,0.83,0.892,0.918,0.881,0.83,0.902,0.925,0.878,0.945
115456822,Q84VC9,tr|Q84VC9|Q84VC9_ORYSJ,OSJNBb0004G23.6 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0105700 PE=2 SV=1,1.046,1.051,1.066,1.167,1.01,1.055,0.552,0.747,0.841,0.688,0.939,1.052,0.907,1.078,1.117,1.39,0.945,0.888
115457030,Q0JF58,sp|Q0JF58|AGO4B_ORYSJ,Protein argonaute 4B OS=Oryza sativa subsp. japonica OX=39947 GN=AGO4B PE=2 SV=1,1.004,1.142,0.982,1.013,1.173,0.999,0.825,1.001,0.839,1.053,0.97,0.93,0.953,0.991,1.192,1.004,1.205,1.14
115457070,Q7XS58,tr|Q7XS58|Q7XS58_ORYSJ,Cysteine synthase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0165700 PE=2 SV=2,1.031,1.049,0.912,0.87,0.965,0.975,0.808,0.835,0.838,0.76,0.983,1.066,0.924,0.875,0.813,0.879,0.906,0.974
115457372,Q7XNV4,tr|Q7XNV4|Q7XNV4_ORYSJ,OSJNBb0015G09.12 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0227500 PE=2 SV=2,0.935,0.769,0.872,0.813,0.799,0.672,0.684,0.623,0.626,0.58,0.738,0.915,0.718,0.66,0.833,1,0.795,0.88
115458058,Q7XLN8,tr|Q7XLN8|Q7XLN8_ORYSJ,OSJNBa0044M19.18 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0387900 PE=2 SV=2,0.848,0.818,1.061,1.016,1.024,0.858,0.671,0.637,0.718,0.797,0.997,0.804,0.986,0.932,1.078,0.884,0.99,0.951
115458184,Q7XV86,tr|Q7XV86|Q7XV86_ORYSJ,Calnexin OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0402100 PE=2 SV=1,1.015,1.008,1.02,0.987,1.028,0.82,0.906,0.801,0.923,0.809,0.966,0.923,0.958,0.959,1.16,1.066,1.228,1.059
115458498,Q7XRB6,tr|Q7XRB6|Q7XRB6_ORYSJ,OSJNBa0006B20.1 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0435700 PE=2 SV=1,1.053,1.017,1.055,1.057,0.983,0.984,0.825,0.81,0.848,0.889,0.95,0.887,0.939,0.907,1.091,1.075,1.096,1.076
115458638,Q7XV18,tr|Q7XV18|Q7XV18_ORYSJ,Glutamate decarboxylase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0447800 PE=3 SV=2,0.957,1.091,1.045,1.121,1.106,1.098,0.855,0.828,1.015,1.073,0.839,1.038,0.976,1.045,1.348,1.143,1.274,1.219
115458920,Q7XR26,tr|Q7XR26|Q7XR26_ORYSJ,OSJNBb0022F23.4 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0472300 PE=2 SV=2,1.126,1.035,1.101,0.992,1.111,0.907,0.82,0.883,0.94,1.048,1.12,1.085,1.113,1.434,1.021,1.087,0.966,1.076
115459018,Q7XUQ3,tr|Q7XUQ3|Q7XUQ3_ORYSJ,OSJNBb0011N17.9 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0481300 PE=2 SV=2,0.991,1.146,1.161,1.186,1.544,1.552,0.908,0.911,1.063,1.173,1.285,1.29,1.373,1.21,0.989,1.053,1.15,1.077
115459206,Q7XUK3,tr|Q7XUK3|Q7XUK3_ORYSJ,NADPH oxidoreductase OS=Oryza sativa subsp. japonica OX=39947 GN=OsNADPH-1 PE=2 SV=2,0.932,0.989,0.821,0.801,0.805,0.934,0.837,0.812,0.901,0.877,0.711,0.814,0.669,0.655,0.855,0.777,0.9,0.91
115459412,Q7XSJ9,tr|Q7XSJ9|Q7XSJ9_ORYSJ,OSJNBb0070J16.4 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0514400 PE=2 SV=2,1.026,1.066,1.004,0.895,1.084,1.092,0.792,0.758,0.856,0.947,1.1,1.098,1.139,0.92,0.952,0.913,0.999,1.002
